"likesCount","timestamp","commentsCount","videoViewCount","videoDuration"
"10907","2013-07-20T00:03:09.000Z","96",,
"8052","2013-08-02T18:52:14.000Z","20",,
"7213","2013-06-29T02:58:10.000Z","39",,
"9263","2013-07-15T00:27:28.000Z","40",,
"8737","2013-06-21T06:07:58.000Z","106",,
"9050","2013-06-18T01:17:17.000Z","129",,
"6612","2013-06-27T16:26:32.000Z","39",,
"7071","2013-07-17T06:26:26.000Z","45",,
"6367","2013-07-15T22:32:17.000Z","85",,
"6790","2013-07-16T17:32:31.000Z","30",,
"8559","2013-07-08T21:18:19.000Z","23",,
"6657","2013-06-18T16:54:54.000Z","41",,
"11302","2013-08-06T16:37:29.000Z","56",,
"7290","2013-07-26T17:32:10.000Z","20",,
"27323","2013-06-22T19:24:37.000Z","1627",,
"75085","2013-09-19T20:53:56.000Z","1148","0","0"
"6960","2013-06-26T23:14:36.000Z","25",,
"11386","2013-08-07T14:03:21.000Z","106",,
"6891","2013-06-01T17:54:55.000Z","74",,
"6476","2013-05-04T16:24:47.000Z","34",,
"11067","2013-05-12T14:59:16.000Z","74",,
"6111","2013-05-17T18:34:29.000Z","30",,
"7122","2013-06-15T19:58:04.000Z","17",,
"5867","2013-06-15T19:16:31.000Z","41",,
"5999","2013-05-20T00:34:46.000Z","17",,
"6991","2013-06-07T20:42:53.000Z","21",,
"6267","2013-06-17T17:43:34.000Z","115",,
"6107","2013-06-11T22:11:53.000Z","28",,
"12600","2013-06-12T23:52:25.000Z","200",,
"5289","2013-04-09T23:01:40.000Z","77",,
"6183","2013-05-15T01:55:53.000Z","48",,
"5632","2013-04-25T23:18:41.000Z","22",,
"4823","2013-04-09T18:17:15.000Z","19",,
"12158","2013-04-16T05:22:46.000Z","745",,
"6251","2013-04-14T23:39:17.000Z","17",,
"10544","2013-04-12T22:31:40.000Z","75",,
"5476","2013-04-12T18:20:55.000Z","17",,
"5023","2013-04-28T03:39:57.000Z","14",,
"7770","2013-04-09T02:07:03.000Z","344",,
"6647","2013-04-21T01:38:10.000Z","29",,
"4850","2013-04-16T23:10:46.000Z","26",,
"10849","2013-04-29T07:39:54.000Z","157",,
"4705","2013-03-17T16:54:10.000Z","19",,
"6074","2013-03-18T18:57:04.000Z","32",,
"5546","2013-03-20T17:11:06.000Z","47",,
"5525","2013-03-16T00:43:12.000Z","24",,
"5663","2013-03-20T01:19:59.000Z","51",,
"5366","2013-04-06T19:50:55.000Z","51",,
"12531","2013-03-09T02:04:10.000Z","312",,
"4496","2013-03-30T22:48:56.000Z","51",,
"5315","2013-03-24T02:02:37.000Z","26",,
"5806","2013-03-11T15:37:43.000Z","38",,
"5288","2013-03-09T23:23:15.000Z","14",,
"7178","2013-02-07T20:55:15.000Z","413",,
"6461","2013-02-05T00:30:35.000Z","51",,
"4776","2013-02-26T19:42:23.000Z","42",,
"5488","2013-01-26T22:30:29.000Z","29",,
"8643","2013-01-28T23:11:40.000Z","79",,
"4219","2013-02-11T14:59:28.000Z","15",,
"6244","2013-01-24T20:12:38.000Z","67",,
"6647","2013-02-08T19:55:56.000Z","64",,
"6425","2013-02-06T04:34:16.000Z","93",,
"4576","2013-02-08T22:51:08.000Z","39",,
"4986","2013-03-29T17:59:10.000Z","14",,
"5671","2013-02-15T22:11:55.000Z","47",,
"4225","2013-01-30T20:00:36.000Z","22",,
"5400","2013-01-19T21:07:49.000Z","27",,
"7523","2013-01-08T20:32:57.000Z","76",,
"5169","2013-01-10T00:51:28.000Z","76",,
"4037","2013-01-04T22:17:12.000Z","13",,
"4458","2012-12-29T00:22:42.000Z","25",,
"4842","2013-01-18T20:16:48.000Z","38",,
"4091","2013-01-01T04:42:33.000Z","20",,
"5250","2012-12-20T18:58:40.000Z","52",,
"4053","2013-01-16T23:54:48.000Z","18",,
"7227","2012-12-26T18:15:47.000Z","92",,
"3817","2013-01-07T08:37:07.000Z","20",,
"3886","2012-12-13T18:50:23.000Z","18",,
"7601","2012-11-29T04:48:43.000Z","114",,
"5315","2012-12-18T22:57:38.000Z","52",,
"4162","2012-11-16T23:34:55.000Z","39",,
"5027","2012-12-09T16:11:05.000Z","34",,
"5579","2012-11-30T21:40:58.000Z","71",,
"3990","2012-11-24T19:00:58.000Z","7",,
"4152","2012-11-25T00:59:57.000Z","20",,
"6750","2012-11-19T02:08:12.000Z","93",,
"5522","2013-01-14T19:54:29.000Z","172",,
"4575","2012-11-25T00:20:21.000Z","20",,
"3873","2012-12-05T17:43:55.000Z","22",,
"8467","2012-12-08T21:12:27.000Z","123",,
"6400","2012-10-30T23:47:06.000Z","45",,
"3872","2012-11-08T21:43:27.000Z","16",,
"4918","2012-11-01T04:39:00.000Z","17",,
"3279","2012-11-10T14:54:52.000Z","7",,
"3997","2012-11-05T07:56:29.000Z","14",,
"3816","2012-10-30T21:53:46.000Z","15",,
"3340","2012-10-27T19:52:22.000Z","8",,
"4094","2012-11-10T21:24:01.000Z","18",,
"3549","2012-11-06T22:42:48.000Z","110",,
"6132","2012-11-07T04:28:49.000Z","83",,
"3995","2012-10-16T06:25:18.000Z","11",,
"3411","2012-10-26T01:37:42.000Z","6",,
"3191","2012-10-21T22:08:21.000Z","8",,
"4454","2012-10-25T06:19:12.000Z","16",,
"3775","2012-11-15T03:08:45.000Z","22",,
"4487","2012-10-22T18:36:00.000Z","29",,
"3189","2012-10-18T14:11:17.000Z","12",,
"4653","2012-10-22T03:03:08.000Z","30",,
"3556","2012-10-20T17:19:43.000Z","45",,
"3051","2012-10-17T13:47:50.000Z","11",,
"4478","2012-09-23T18:53:43.000Z","29",,
"3434","2012-09-23T16:13:18.000Z","8",,
"7983","2012-09-28T00:04:39.000Z","294",,
"3720","2012-10-27T00:09:59.000Z","40",,
"3238","2012-09-24T22:46:34.000Z","13",,
"3040","2012-10-07T21:34:11.000Z","12",,
"3215","2012-09-27T18:41:35.000Z","21",,
"4587","2012-09-24T04:02:01.000Z","22",,
"4461","2012-09-24T16:13:47.000Z","21",,
"3905","2012-09-23T23:15:48.000Z","20",,
"3726","2012-10-06T17:18:47.000Z","20",,
"10242","2012-10-04T18:38:41.000Z","306",,
"3299","2012-10-05T14:04:49.000Z","8",,
"3294","2012-10-28T19:18:18.000Z","12",,
"3263","2012-10-15T09:06:47.000Z","11",,
"4944","2012-10-15T03:11:48.000Z","20",,
"3243","2012-09-22T17:16:02.000Z","8",,
"3570","2012-09-22T06:32:02.000Z","16",,
"3482","2012-09-08T18:02:17.000Z","24",,
"4036","2012-09-06T18:11:52.000Z","37",,
"3412","2012-09-23T04:57:00.000Z","11",,
"5323","2012-09-16T01:39:36.000Z","60",,
"3209","2012-09-22T00:39:35.000Z","10",,
"4630","2012-09-11T15:56:10.000Z","83",,
"3792","2012-09-21T21:28:10.000Z","35",,
"3281","2012-09-21T14:19:40.000Z","16",,
"3149","2012-09-23T00:49:06.000Z","10",,
"3341","2012-07-29T02:38:23.000Z","13",,
"3246","2012-08-02T22:20:56.000Z","19",,
"4004","2012-08-22T17:56:27.000Z","46",,
"5117","2012-08-22T00:18:10.000Z","42",,
"3317","2012-07-27T13:36:15.000Z","50",,
"3369","2012-08-14T19:31:05.000Z","18",,
"3056","2012-09-20T22:21:36.000Z","18",,
"3434","2012-08-28T17:26:19.000Z","16",,
"3766","2012-08-06T21:33:32.000Z","17",,
"4093","2012-07-24T22:57:34.000Z","23",,
"3407","2012-08-15T05:04:26.000Z","12",,
"4822","2012-07-27T22:19:50.000Z","61",,
"3699","2012-08-09T16:45:06.000Z","100",,
"5302","2012-07-15T22:35:53.000Z","87",,
"3124","2012-07-15T20:28:17.000Z","15",,
"3594","2012-07-02T17:27:06.000Z","28",,
"4849","2012-07-16T19:04:58.000Z","25",,
"3056","2012-07-02T09:52:35.000Z","24",,
"3950","2012-07-03T00:44:05.000Z","41",,
"3402","2012-07-06T16:13:45.000Z","12",,
"3163","2012-07-17T12:20:11.000Z","15",,
"3294","2012-07-11T20:03:56.000Z","19",,
"2937","2012-07-18T19:58:53.000Z","18",,
"4233","2012-07-24T01:06:14.000Z","26",,
"5363","2012-07-18T23:25:39.000Z","62",,
"2927","2012-05-27T18:27:32.000Z","16",,
"3087","2012-06-09T22:43:11.000Z","20",,
"3411","2012-06-09T03:36:31.000Z","15",,
"3013","2012-05-29T01:33:06.000Z","29",,
"3137","2012-05-30T01:58:22.000Z","16",,
"3415","2012-06-23T23:53:43.000Z","70",,
"3656","2012-05-26T23:14:40.000Z","32",,
"3430","2012-05-21T17:56:03.000Z","21",,
"3209","2012-06-22T16:29:44.000Z","21",,
"3315","2012-06-10T21:39:34.000Z","24",,
"4200","2012-05-25T21:08:35.000Z","25",,
"3291","2012-05-25T03:54:26.000Z","23",,
"2865","2012-05-16T20:51:47.000Z","14",,
"5081","2012-05-07T07:45:10.000Z","44",,
"2873","2012-05-16T20:48:10.000Z","9",,
"3205","2012-05-19T18:23:39.000Z","9",,
"5916","2012-05-04T18:38:24.000Z","317",,
"3074","2012-05-01T20:16:40.000Z","37",,
"8490","2012-05-16T23:54:23.000Z","186",,
"3157","2012-05-16T20:47:20.000Z","15",,
"3168","2012-05-12T02:28:20.000Z","19",,
"4346","2012-05-15T17:20:03.000Z","75",,
"5249","2012-05-04T21:37:01.000Z","248",,
"2936","2012-05-04T06:13:58.000Z","20",,
"3564","2012-04-30T06:26:23.000Z","16",,
"2822","2012-05-01T16:45:29.000Z","22",,
"3591","2012-04-30T18:57:29.000Z","25",,
"3422","2012-04-28T07:58:55.000Z","13",,
"3750","2012-04-30T20:26:57.000Z","27",,
"3643","2012-04-26T22:20:24.000Z","82",,
"3552","2012-04-28T00:16:20.000Z","17",,
"3461","2012-04-23T08:24:49.000Z","18",,
"3322","2012-04-28T21:57:53.000Z","17",,
"3241","2012-04-27T22:33:53.000Z","19",,
"4095","2012-04-27T03:53:32.000Z","51",,
"3546","2012-04-22T23:39:02.000Z","19",,
"3362","2012-03-11T05:43:06.000Z","26",,
"3835","2012-02-22T02:19:28.000Z","31",,
"3615","2012-04-02T19:52:51.000Z","17",,
"3596","2012-03-05T06:21:54.000Z","26",,
"3935","2012-04-22T04:25:01.000Z","42",,
"4064","2012-02-28T02:28:08.000Z","19",,
"3992","2012-03-08T20:54:52.000Z","34",,
"3466","2012-04-21T01:32:08.000Z","20",,
"4315","2012-03-05T19:18:15.000Z","42",,
"3364","2012-04-04T03:05:14.000Z","17",,
"3776","2012-03-10T21:54:43.000Z","41",,
"3925","2012-02-16T03:43:39.000Z","37",,
"4879","2012-01-28T18:52:50.000Z","45",,
"4532","2012-02-02T21:56:26.000Z","31",,
"5893","2012-01-28T04:12:11.000Z","56",,
"8560","2012-01-28T04:07:15.000Z","91",,
"6191","2012-01-28T16:41:13.000Z","101",,
"11956","2012-01-28T04:10:13.000Z","171",,
"3856","2012-02-20T10:03:14.000Z","27",,
"4534","2012-01-30T15:58:55.000Z","36",,
"5788","2012-01-28T04:26:49.000Z","52",,
"12821","2012-01-28T04:04:26.000Z","270",,
"4459","2012-04-23T22:07:05.000Z","99",,
"4827","2012-01-30T06:51:49.000Z","54",,
"13886","2012-01-28T04:03:15.000Z","431",,
"27448","2011-12-15T08:00:32.000Z","5969",,
